,,0,1,2,3,4,5,6,7,8,9
,Max,64955,68234,63578,68580,69580,67067,66414,64682,63165,69211
,Mean,64882.85,68147,63402.2,68379.45,69499.35,66959.05,66305,64508.45,63071.9,69046.25
,Std. Dev.,38.9537850333065,46.3044842661906,124.17415613819,109.47841652221,47.4721802189118,77.8841751374572,54.4213580364025,96.5065991744115,64.6699311890774,90.4246560460842
,ARPD,0.123219604030678,0.124886133231465,0.380291947690067,0.224914255562396,0.154700830066866,0.176613156595503,0.070934830511033,0.232213054895197,0.144329242152395,0.215173154518273
50x10,1,87479,83140,80299,86906,86661,86852,89098,86899,85853,88536
,10,87710,83319,80381,86866,86912,86856,89358,87080,85857,88522
,11,87706,82820,80335,86785,86897,86681,89435,87080,85971,88417
,12,87391,83182,80283,86892,86932,86932,89196,87217,86117,88597
,13,87620,83513,80241,86760,87168,86962,89343,87362,85909,88321
,14,87457,83335,80223,86709,86732,87123,89064,87330,85793,88579
,15,87207,83300,80361,86826,86600,86900,89589,87201,86141,88504
,16,87525,83366,80303,86693,86801,86851,89256,86918,85840,88327
,17,87496,83500,80126,86937,86911,86865,89319,87448,85994,88283
,18,87682,83260,80371,86808,86718,86891,89252,86866,86014,88665
,19,87688,83383,80385,86820,86802,86915,89363,87354,85716,88485
,2,87686,83261,80226,86866,86453,86913,89278,87256,85690,88284
,20,87621,83351,80048,86971,86926,86792,89661,87096,86063,88602
,3,87468,83410,80228,86911,86664,86830,89005,87231,86102,88338
,4,87559,83281,80232,86992,86678,86881,89393,86866,85546,88635
,5,87596,83411,80531,86876,86846,86873,89169,86894,85862,88398
,6,87587,83267,80260,86883,86675,87030,89466,87308,85526,88477
,7,87519,83305,80313,86799,86784,86768,89362,87110,86022,88531
,8,87438,83467,80118,86825,86778,87054,89197,87148,85864,88444
,9,87358,83388,80300,86962,86668,86880,89133,87042,85833,88579
,Min,87207,82820,80048,86693,86453,86681,89005,86866,85526,88283
,Max,87710,83513,80531,86992,87168,87123,89661,87448,86141,88665
,Mean,87539.65,83312.95,80278.2,86854.35,86780.3,86892.45,89296.85,87135.3,85885.65,88476.2
,Std. Dev.,132.490029416318,150.791063186258,107.921804050311,82.3211138741069,154.85208562061,98.9026501693777,167.988807584566,181.071402025773,174.679639099093,119.71791406205
,ARPD,0.381448736913321,0.595206471866699,0.364059159613437,0.315715919197052,0.382070561017929,0.294850929741335,0.484831094006707,0.35854141711969,0.420515398826088,0.453239778829887
50x20,1,126319,119387,116873,120970,118551,121235,123740,123043,122781,124500
,10,126528,119416,117114,121198,118721,120985,123470,123256,122073,124426
,11,125955,119807,117087,121283,119409,121016,123748,123460,122351,124590
,12,126434,119284,116865,121291,118936,121038,124027,122489,121872,124348
,13,126541,119673,116689,120891,118844,121449,123223,123021,122109,124452
,14,126468,119270,117025,121182,118894,121095,123655,123466,122319,124498
,15,126826,119501,116459,121294,118870,121162,123449,123439,122294,124356
,16,126650,119274,116664,120923,118785,121321,123906,123533,122248,124855
,17,126516,119692,117000,120976,118590,120996,123264,123339,122353,124445
,18,126162,119408,116885,121126,119035,121008,122962,122875,122478,124699
,19,125835,119443,117207,120967,119153,121510,123646,123314,122487,124657
,2,126107,119589,117185,121265,118184,121327,123586,123002,122649,124914
,20,126570,119449,116578,121167,118554,120900,123886,123013,122073,124453
,3,126459,119653,117245,121202,118988,121284,123583,123154,122621,124601
,4,125831,119913,117185,120916,118700,120876,123422,122843,122208,124640
,5,126027,119425,116770,121284,118563,121322,123222,123689,122239,124926
,6,126028,119701,117025,121448,118806,120891,123562,123236,122152,124565
,7,126389,119259,117173,121016,118816,120992,123369,123522,122253,124441
,8,126519,119365,117193,121147,118898,121142,123253,122839,122635,124471
,9,126324,119950,117238,120942,118792,121056,123740,122803,122328,124923
,Min,125831,119259,116459,120891,118184,120876,122962,122489,121872,124348
,Max,126826,119950,117245,121448,119409,121510,124027,123689,122781,124926
,Mean,126324.4,119522.95,116973,121124.4,118804.45,121130.25,123535.65,123166.8,122326.15,124588
,Std. Dev.,281.461112579939,212.999993822585,238.773400616788,162.681607021685,256.340537279283,187.761011310711,270.790708656588,309.785936278246,228.233554200862,187.85520740019
,ARPD,0.392113231238725,0.221325015302828,0.441357044109944,0.341639605010272,0.524986461788398,0.35396800410926,0.466526243880223,0.553355811542261,0.372645070237626,0.422362651534692
100x5,1,254448,243587,238772,228211,241356,233447,241898,231683,249331,243843
,10,254339,243762,238823,228459,241264,233335,241265,231960,248495,244025
,11,254090,243448,238891,228141,240944,232968,242293,232158,248537,244349
,12,254225,243463,238610,228149,241478,233453,241550,231574,248708,243802
,13,253919,243356,238670,228509,241169,233203,241722,232129,249287,244098
,14,254239,243797,238519,228457,240589,233671,241200,232170,249017,243610
