32170.711,31989.466,33404.147,26101.192,26074.736,30754.441,28107.2,28911.129,28963.428,29095.774,28646.821,28391.265,31650.877,25884.108,21532.537,29453.259,30401.018,31984.104,26743.712,28542.777,32363.855,28344.355,25256.665,29159.238,27316.62,28222.376,32372.557,25048.708,32863.644,29509.05,30756.258,23697.578,33404.147,27307.388,27731.172,26558.628,27731.894,29163.766,32689.984,23314.467,28373.269,32543.732,29216.509,30800.539,28377.644,31747.658,32066.031,25651.093,26192.265,30673.651,28021.615
13996.695,13697.838,12147.341,13406.991,14054.335,13301.714,12377.546,14056.619,14733.675,14984.414,13540.964,15173.208,15514.316,14728.212,15286.54,14780.953,13350.026,14449.687,13606.376,13562.274,14229.111,13254.566,15107.11,12264.902,14842.139,14900.626,14292.665,14521.25,13273.659,12803.939,14075.559,15821.239,15109.586,12160.009,11900.649,13542.551,14187.348,11273.001,10376.999,12634.535,13940.291,16300.083,12550.833,15208.931,13158.662,14496.648,13314.776,13941.117,13436.994,12661.407,15713.006
7674.8194,7936.1427,7354.9043,7829.6572,8300.3512,9666.1269,7815.7558,8069.7743,8606.407,8348.4981,8629.6439,9049.0153,8983.6078,8126.4316,8094.2314,8268.9153,9372.3608,8722.0754,7040.6375,8653.8631,9349.2613,7776.787,8724.6481,7471.8809,8162.5293,8554.8946,9019.75,8286.4492,7191.7694,8409.2982,9159.1129,8966.418,10416.376,7854.7956,8081.1078,8540.7623,7619.724,7973.5043,7547.4878,7168.4587,8549.3884,7863.7933,8095.1019,8109.8639,8168.5785,8406.1687,8341.023,7593.6574,8275.9207,9023.9432,7560.2303
2813.3247,2844.9816,2908.409,3207.2076,2957.5825,3044.5506,3284.9027,3190.8546,3014.3507,3085.3875,3452.0674,2783.7916,3131.3408,2833.5314,2972.6493,2838.608,3099.9844,2841.23,2988.9018,3331.2248,3015.9269,2988.2875,2820.62,2912.1385,2712.7259,2982.097,3035.4173,2891.2459,2787.2154,2950.7597,2682.707,3106.7487,3060.8482,2827.46,3072.8561,3066.6945,3245.5316,2969.5295,2893.1463,2895.8024,3043.0926,3066.3581,3343.5933,2978.7206,3134.1333,2807.3933,3360.6544,2739.5538,3114.4897,2728.7724,2905.7156
1140.608,1143.8401,1151.7247,1144.0453,1184.439,1125.3969,1174.6445,1203.4646,1127.0381,1172.7906,1162.8233,1186.9913,1154.2826,1171.7813,1149.1198,1167.5671,1166.2797,1166.6304,1122.2308,1221.4714,1168.0125,1158.6759,1186.1794,1126.2814,1199.672,1176.7146,1158.1514,1207.873,1239.8629,1160.6059,1125.6435,1151.7559,1173.9714,1162.6405,1154.0766,1201.4979,1168.0043,1128.4767,1133.8844,1173.6634,1125.8706,1120.5076,1179.3168,1191.6614,1184.5949,1138.3627,1141.8327,1102.486,1137.1675,1137.8361,1177.7829
751.29516,821.13451,861.54732,726.58651,819.60259,864.54549,775.9398,850.65133,771.76539,893.14132,840.18428,876.40623,852.39165,865.95263,884.24637,823.90693,888.03678,822.02433,864.48385,851.17079,816.57605,889.6214,874.67931,884.61101,920.03606,865.55338,856.89051,868.24803,887.7801,932.41282,807.1327,871.86214,863.27816,832.98565,830.79043,836.98028,839.50405,777.51506,843.38984,895.04426,813.61313,852.13208,846.05866,831.50702,838.97415,802.78826,873.6653,825.89549,850.88696,834.61691,837.77769
717.7165,745.06836,758.59546,674.43852,753.35229,751.88691,686.21367,801.00332,737.12182,803.5493,777.11127,817.22453,820.37833,813.73417,874.22103,727.69309,832.20153,757.83899,816.73489,745.2461,747.30872,822.62116,835.53146,824.05354,862.53038,839.4736,811.10184,821.84285,837.2019,824.16665,750.19211,829.99803,793.18379,782.59182,789.4144,751.70654,800.47718,725.18836,798.59188,881.78442,748.0042,808.31015,800.0875,788.83706,805.14975,742.69247,821.8126,802.44663,792.53279,774.02054,767.43084
673.75515,715.46413,709.89476,650.00965,726.38617,712.19596,682.89943,774.63279,737.12182,780.04379,720.95248,817.22453,778.14679,808.6059,874.22103,705.3645,787.36052,728.15144,767.04451,743.06087,719.3062,788.16818,779.86549,790.55135,741.56586,783.62945,776.2272,821.84285,795.02109,735.1302,714.93711,818.23445,770.65875,754.62795,764.0983,718.40157,800.47718,705.6566,775.40113,881.78442,715.50808,799.2539,781.45633,779.49335,803.50644,717.1306,786.70073,802.44663,738.10695,742.37789,754.2795
658.96104,698.50182,698.60364,650.00965,704.51949,708.67277,682.89943,774.63279,737.12182,780.04379,710.94408,817.22453,768.58305,808.6059,874.22103,705.3645,773.668,719.19929,767.04451,743.06087,705.03234,788.16818,767.50543,790.55135,714.75312,783.62945,763.66435,821.84285,787.99365,710.80317,705.20274,763.63427,770.09312,700.69727,764.0983,704.46068,800.47718,705.6566,775.40113,881.78442,715.30893,729.64675,781.45633,779.49335,803.50644,716.11733,786.70073,802.44663,730.07303,742.37789,715.36124
658.53351,697.97012,697.9909,637.65085,704.05571,704.5307,643.66911,761.71778,704.23935,762.40145,698.06789,762.02829,762.66388,762.05764,707.7546,704.24969,762.15873,714.98043,762.09178,705.73445,703.2274,762.4224,762.53007,762.11594,703.10654,761.96432,762.22101,799.36109,768.26594,707.9462,704.6693,762.49169,769.0105,698.14751,761.95712,703.33467,796.47301,698.03268,761.84356,795.82087,703.50408,637.41133,773.84218,761.91556,766.40258,714.68029,761.9339,797.30524,637.45928,708.7957,704.84281
658.53351,697.97012,697.9909,637.65085,704.05571,704.5307,643.66911,761.71778,704.23935,762.40145,698.06789,762.02829,762.66388,762.05764,707.7546,704.24969,762.15873,714.98043,762.09178,705.73445,703.2274,762.4224,762.53007,762.11594,703.10654,761.96432,762.22101,799.36109,768.26594,707.9462,704.6693,762.49169,769.0105,698.14751,761.95712,703.33467,796.47301,698.03268,761.84356,795.82087,703.50408,637.41133,773.84218,761.91556,766.40258,714.68029,761.9339,797.30524,637.45928,708.7957,704.84281
658.53351,697.97012,697.9909,637.65085,704.05571,704.5307,643.66911,761.71778,704.23935,762.40145,698.06789,762.02829,762.66388,762.05764,707.7546,704.24969,762.15873,714.98043,762.09178,705.73445,703.2274,762.4224,762.53007,762.11594,703.10654,761.96432,762.22101,799.36109,768.26594,707.9462,704.6693,762.49169,769.0105,698.14751,761.95712,703.33467,796.47301,698.03268,761.84356,795.82087,703.50408,637.41133,773.84218,761.91556,766.40258,714.68029,761.9339,797.30524,637.45928,708.7957,704.84281
658.53351,697.97012,697.9909,637.65085,704.05571,704.5307,643.66911,761.71778,704.23935,762.40145,698.06789,762.02829,762.66388,762.05764,707.7546,704.24969,762.15873,714.98043,762.09178,705.73445,703.2274,762.4224,762.53007,762.11594,703.10654,761.96432,762.22101,799.36109,768.26594,707.9462,704.6693,762.49169,769.0105,698.14751,761.95712,703.33467,796.47301,698.03268,761.84356,761.97569,703.50408,637.41133,773.84218,761.91556,766.40258,714.68029,761.9339,797.30524,637.45928,708.7957,704.84281
658.53351,697.97012,697.9909,637.65085,704.05571,704.5307,643.66911,761.71778,704.23935,762.40145,698.06789,762.02829,762.66388,762.05764,707.7546,704.24969,762.15873,714.98043,762.09178,705.73445,703.2274,762.4224,762.53007,762.11594,703.10654,761.96432,762.22101,799.36109,768.26594,707.9462,704.6693,762.49169,769.0105,698.14751,761.95712,703.33467,796.47301,698.03268,761.84356,761.97569,703.50408,637.41133,773.84218,761.91556,766.40258,714.68029,761.9339,797.30524,637.45928,708.7957,704.84281
